Subject ,Chapter,Question No,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Image Reference
Orthodontics,Myofunctional & Orthodontic Appliance,11,Optimal time for growth modification,Early mixed dentition,Late mixed dentition,Early primary dentition,Late primary dentition,A,A' [Bhalajhi 3rd ed 333],
Orthodontics,Myofunctional & Orthodontic Appliance,12,Frankel appliance is a:,Myofunctional appliance,Removable appliance,Fixed appliance,None of the above,A,"A' [Bhalajhi 3rd ed 348]
Frankel appliance is a removable myofunctional appliance.",
Orthodontics,Myofunctional & Orthodontic Appliance,13,Myofunctional appliances are,Active removable appliances,Passive appliances delivering forces from surrounding oral and periodontal tissues.,Semi-fixed appliances,Fixed appliances,B,B' [Bhalajhi 3rd ed 328],
Orthodontics,Myofunctional & Orthodontic Appliance,14,The only tissue - borne functional appliance is,Activator,Bionator,Twin block,Frankel,D,D' [Bhalajhi 3rd ed 330],
Orthodontics,Myofunctional & Orthodontic Appliance,15,The two blocks in the twin block functional appliance are angulated at (Or) The angle of inclined plane in clarke's twin block is,45ÃÂ°,70ÃÂ°,65ÃÂ°,80ÃÂ°,B,"B' [Check Explanation Below]
Twin - Block appliance is the most acceptable functional appliance and was introduced by William Clark. The appliance consists of a upper and lower appliances with posterior bite blocks. The upper and lower bite blocks interlock at an 70ÃÂ° angle.",
Orthodontics,Myofunctional & Orthodontic Appliance,16,Jasper jumper is a,Flexible fixed functional appliance,Rigid fixed functional appliance,Fixed functional appliance,None of the above,A,"A' [Bhalajhi 3rd ed 361]
Herbst appliance is a rigid fixed functional appliance.
Jasper jumper is a flexible fixed functional appliance.",
Orthodontics,Myofunctional & Orthodontic Appliance,17,"In case of Activator Headgear Orthopedics, the recommended extra oral force levels per side for full permanent dentition is",150 to 400 grams,400 to 500 grams,250 to 300 grams,150 to 250 grams,B,"B' [Check Explanation Below]
Functional appliance wear can encourage a clockwise rotational effect on the dentition and dental bases, which can lead to an increase in lower face height and greater vertical rather than sagittal change in chin position. To prevent this and optimize skeletal correction in anterioposterior dimension, headgear can be attached to the appliance. The aim is to restrict anterior and vertical development of maxilla, while encouraging forward mandibular growth.
The use of combined activator-high-pull head gear appliance has been recommended as a means of reducing vertical and sagittal maxillary displacement, achieving autorotation, and increasing forward displacement of the mandible. Extra oral forces of much greater magnitude, in excess of 400 gm per side, are required to bring skeletal changes with extra oral orthopaedic appliances. Most of these appliances employ forces in the range of 400-600 g/side to maximize skeletal changes and to minimize dental changes.
Graber advocates a force application of more than 400gm force for 10-12 hours day body to restore, for healing purpose. The recommended extraoral force level/side (gm)
Ã¢ÂÂ¢ Full mixed dentition- 250 to 300.
Ã¢ÂÂ¢ Mixed dentition during exfoliation- 150 to 250
Ã¢ÂÂ¢ Full permanent dentition- 400 to 500.
Ã¢ÂÂ¢ Retention in full permanent dentition- 150 to 400",
Orthodontics,Myofunctional & Orthodontic Appliance,18,Contraindications of activator include e) All of the above,Crowding cases,Proclined incisors,Non - growing individuals,Vertical growers with high FMA angle,E,E' [Bhalajhi 3rd ed 338],
Orthodontics,Myofunctional & Orthodontic Appliance,19,Which of the following is considered a contraindication to functional appliance treatment?,Class II Div. 2 pattern,Mandibular retrognathism,Proclined lower incisors,Deep bite,C,C' [Gowri Shankar 1st ed 392 Tab 23.3],
Orthodontics,Myofunctional & Orthodontic Appliance,20,Bone can be induced to grow at surgically created sites by the method called,Osteogenesis,Distraction osteogenesis,Bone wax,Green stick fracture,B,"B' [Proffit 5th ed 46]
Distraction osteogenesis:
Ã¢ÂÂ¢ Distraction osteogenesis is the method of inducing bone to grow at surgically created sites.
Ã¢ÂÂ¢ Russian Surgeon Ilizarov discovered in 1950's that if cuts were made through the cortex of a long bone of the limbs, the arm or leg then could be lengthened by tension to separate bony segments.
Ã¢ÂÂ¢ Currently it is believed that best results are obtained if this type of distraction starts after a few days of initial healing and callus formation and if the segments are separated at a rate of 0.5 - 1.5 mm/ day.
Ã¢ÂÂ¢ Also this technique is employed for lengthening of mandible and inducing maxillary growth by separating cranial and facial bone at their sutures.",
Orthodontics,Myofunctional & Orthodontic Appliance,21,Which of the following headgear is preferred while treating a class II div. 1 malocclusion with a horizontal growth trend?,High pull head gear,Medium pull head gear,Cervical head gear,Reverse pull head gear,C,"C' [BHALAJHI 3rd ed No. 368]
Headgears are the most commonly used oral orthopedic appliances. They are indicated in patients with excessive horizontal growth of maxilla. They are used to distalize the maxillary dentition along with maxilla.
Dr Silas Kloehn was one of the early promoters who successfully used cervical headgear and demonstrated its results. The cervical headgear is applied in early treatment of Class II malocclusion to inhibit forward displacement of the maxilla or maxillary teeth, while the mandible continues its normal growth.
Cervical headgears cause extrusion of maxillary molars and thus increase the lower facial height. So these are generally indicated in low mandibular angle cases (horizontal growers) as an increase in lower facial height would be beneficial in these patients.",
Orthodontics,Myofunctional & Orthodontic Appliance,22,Distalisation of molars is accomplished with,Cervical headgear,Occipital headgear,Chin cap,A & B,D,"D' [Bhalajhi 3rd ed 368, 369]",
Orthodontics,Myofunctional & Orthodontic Appliance,23,Reverse head gear is used mainly,To retract maxilla,To induce the growth of maxilla in skeletal retrusion,To inhibit growth of mandible in class-III malocclusion,To induce growth of mandible in class-III,B,"B' [Bhalajhi 3rd ed 371]
Headgears that cause a forward pull on maxilla are called reverse pull headgear. Facemask is one of the most common reverse pull headgears in use today. The protraction face mask or the reverse-pull headgear has been widely used in the treatment of Class III malocclusion with maxillary deficiencies.
Hickham was the first to use the reverse-pull headgear to correct the Class III malocclusion. Jean Delaire improvised the design of face mask.
Petit modified Delaire's face mask and a simplified design of the appliance comfortable for the patient was introduced. The face mask used currently is a modification of the Petit's face mask.",
Orthodontics,Myofunctional & Orthodontic Appliance,24,The indication for the use of Kloehn type cervical head gear is in:,Maxillary retrusion,Maxillary protrusion,Mandibular prognathism,Mandibular retrognathism,B,B' [Bhalajhi 3rd ed 368],
Orthodontics,Myofunctional & Orthodontic Appliance,25,Milwaukee brace is used,To redirect the maxillary growth,Maxillary protrusion,To stop the maxillary growth,To stop the mandibular growth,D,"D' [Bhalajhi 3rd ed 85, 219]
Milwaukee brace is an orthopedic appliance used for correction of scoliosis. It exerts tremendous force on the mandible leading to retarded mandibular growth.",
Orthodontics,Myofunctional & Orthodontic Appliance,26,Major goals of growth modification always is,to maximize skeletal changes and minimize dental changes,to maximize skeletal changes,to maximize dental changes,to maximize dental changes and minimize skeletal changes,A,"A' [Proffit 5th ed 304]
The major goal of growth modification is to maximize skeletal changes and minimize dental changes produced by treatment. Eg: Rapid palatal expansion (RPE)
The goal of RPE is to expand maxilla by expansion at mid palatal suture (skeletal) and not just expanding the dental arch by moving the teeth relative to the bone (dental).",
Orthodontics,Myofunctional & Orthodontic Appliance,27,The major disadvantage of treatment using a cervical head gear is,Impaction of maxillary canines,Extrusion of maxillary incisors,Extrusion of maxillary molars,Deformity of neck,C,"C' [Bhalajhi 3rd ed 368]
So cervical head gear is used in patients with low mandibular plane angle and deep bite.",
Orthodontics,Myofunctional & Orthodontic Appliance,28,"Surgery on the hard palate of a 3 year old cleft palate patient may inhibit growth centers, causing the facial profile to become:",Elongated,Shortened,More curves,More concave,D,"D' [Bhalajhi 3rd ed 443]
Surgery on the hard palate may affect the growth center, inhibiting the forward growth of maxilla while the mandible grows normally. This will result in concave facial profile.",
Orthodontics,Myofunctional & Orthodontic Appliance,29,Chin cap is used in which of the following cases?,To redirect mandibular growth in skeletal class III malocclusion with anterior open bite,To correct anterior cross bite of maxillary central incisors,Following serial extraction,To correct skeletal class II malocclusion,A,"A' [Bhalajhi 3rd ed 375, 376]
Chin Cap was introduced by Oppenheim. It is an orthopedic device used to restrain mandibular growth in cases with skeletal Class III due to mandibular excess.
Indications of chin cup:
Ã¢ÂÂ¢ Skeletal class III malocclusion with relatively normal maxilla
Ã¢ÂÂ¢ Short vertical facial height
Ã¢ÂÂ¢ Requires normally positioned or proclined lower incisors.

Two types of chin cups are used:
Ã¢ÂÂ¢ Occipital Pull Chin Cap is most commonly used type. The occipital-pull chin cup, which is given in cases with Class III with horizontal growth pattern. The direction of force application can be either through the condyle or below the condyle. It is very successful in patients who can bring their incisors close to an edge to edge position at centric relation. Occipital pull chin cap will results in lingual tipping of the lower incisors. So they are indicated in patients with slightly protrusive lower incisors.
Ã¢ÂÂ¢ The vertical-pull chin cup is used in skeletal Class III malocclusion with vertical growth pattern. Vertical pull chin cap is indicated in patients with steep MPA angle and excess anterior facial height. These patients usually exhibit an anterior open bite.
Chin Cap delivers a force of 800 - 1200 (400 - 600 gms/ side). The patient is asked to wear the appliance for 12- 14 hours/ day.",
Orthodontics,Myofunctional & Orthodontic Appliance,30,Surgical orthodontic treatment is required in:,Maxillary teeth proclined,Abstraction,Skeletal Class III,None of the above,C,"C' [Bhalajhi 3rd ed 458,459]
<table border='1'>
<tr><th>Malocclusion</th><th>Surgical treatment</th></tr>
<tr><td>Skeletal class-II with mandibular retrognathism</td><td>Sagittal split osteotomy with mandibular advancement</td></tr>
<tr><td>Class-II due to maxillary protrusion</td><td>Maxillary segmental (anterior) set back</td></tr>
<tr><td>Class-III due to mandibular prognathism</td><td>Sagittal split osteotomy with mandibular set back</td></tr>
<tr><td>Class-III due to maxillary retrusion</td><td>Lefort-I osteotomy with maxillary advancement</td></tr>
<tr><td>Class-II with skeletal open bite</td><td>Ã¢ÂÂ¢ Lefort-I with maxillary impaction to correct open bite (AIPG-14)
Ã¢ÂÂ¢ Sagittal split osteotomy for mandibular advancement.</td></tr>
<tr><td>Bimaxillary protrusion</td><td>Maxillary and mandibular segmental osteotomy with setback of anterior maxilla and mandible</td></tr>
<tr><td>Long face due to maxillary excess</td><td>Lefort-I with maxillary impaction.</td></tr>
</table>",
Orthodontics,Myofunctional & Orthodontic Appliance,31,The high pull headgear is used to,Extrude the maxillary incisors and correct anterior deep bite,To intrude the maxillary incisors and correct anterior deep bite,To intrude the mandibular incisors and correct anterior deep bite,None of the above,B,"B' [Gurkeerat Singh 1st ed 457]
High pull head gear or parietal headgear derives supports from the parietal region, i.e. front of the head. It produces intrusion of maxillary incisors and is indicated for correction of anterior deep bite.
Cervical headgear derives support from nape of neck. It causes extrusion of molars and so indicated in deep bite patients with a low MPA angle.",
Orthodontics,Myofunctional & Orthodontic Appliance,32,Maxillary protraction head gear is used for,Max. skeletal protrusion,Mandibular skeletal retrusion,Bimaxillary protrusion,Skeletal open bite,A,"A' [Bhalajhi 3rd ed 374]
Protraction headgears are commonly used in the treatment of Class III malocclusion characterized by maxillary retrognathism. The upward and forward rotation of the maxilla during protraction is a major unwanted side effect.",
Orthodontics,Myofunctional & Orthodontic Appliance,33,Chin cap is used in,Class I,Class II,Skeletal class III,Dental class III,C,C' [Bhalajhi 3rd ed 375],
Orthodontics,Myofunctional & Orthodontic Appliance,34,The minimum force required to retard and redirect the maxillary growth,300 - 400 gm/side,400 - 500 gm/side,500 - 600 gm/side,450 -550 gm/side,A,"A' [Bhalajhi 3rd ed 369]
Forces applied onto the maxilla can be used to restrict its downward and forward growth. The distal force in such a case should be applied through the center of resistance of the maxilla. It has benn suggested that forces in the range of 350-450 gms on each side for a minimum of 12-14 hrs/day are required.",
Orthodontics,Myofunctional & Orthodontic Appliance,35,Delaire's Facemask is used in the treatment of:,Mandibular retrognathism,Maxillary retrusion,Mandibular ankylosis,Maxillary prognathism,B,"B' [Profitt 4th ed 300, Fig 8-29]",
Orthodontics,Myofunctional & Orthodontic Appliance,36,Which of the following myofunctional appliance can be used in uncooperative patients with class II malocclusions?,Activator,Frankel II,Bionator,Herbst,D,"D' [Bhalajhi 4th ed 374]
Indications for Herbst appliance:
Ã¢ÂÂ¢ Correction of class II due to retrognathic mandible.
Ã¢ÂÂ¢ As an anterior repositioning splint, in patients having TMJ disorders.
Ã¢ÂÂ¢ Can be used in mouth breathers.
Ã¢ÂÂ¢ It is fixed, so can be used in uncooperative patients.",
Orthodontics,Myofunctional & Orthodontic Appliance,37,A 10 years old boy comes to the clinic presenting with a distal step molar relation in the mixed dentitional stage. He would most probably need which of the following appliances?,Nance holding arch,Oral screen,Functional regulator,Space maintainers,C,"C' [Bhalajhi 4th ed 353, 365]
Nance holding arch is a space maintainer. The boy in this case is having class II tendency. So a myofunctional appliance is required to correct this. Oral screen is used to intercept habits, to perform muscles exercises and to correct mild anterior proclination.",
Orthodontics,Myofunctional & Orthodontic Appliance,38,NORWEGIAN APPLIANCE is?,Bionator,Activator,Frankel,Twin block,B,"B' [Bhalajhi 4th ed 356]
Other names of activator
Ã¢ÂÂ¢ Norwegian appliance
Ã¢ÂÂ¢ Functional jaw orthopedics.",
Orthodontics,Myofunctional & Orthodontic Appliance,39,Myofunctional appliances are highly effective in Class II malocclusion with,Prognathic maxilla and normal mandible,Prognathic maxilla and retrognathic mandible,Normal maxilla and Retrognathic mandible,Retrognathic maxilla and normal mandible,C,"C' [Bhalajhi 4th ed 351]
Moderate to severe skeletal class II malocclusions are ideally suited for functional appliance treatment. Class II division 1 malocclusion exhibiting a class II skeletal tendency due to a short or retrognathic mandible can be considered functional therapy.
Class II Div. 2 type of malocclusion may be treated with functional appliances after correcting the axial inclinations of the maxillary anteriors.
Mild class III malocclusions which present with a reverse overjet and an average overbite can be regarded as potentially treatable with functional appliances.
Low angle cases (i.e., horizontal growers) respond well as most functional appliances encourage the development of posterior teeth.
High angle (vertical growers) class II cases are usually of 2 categories Ã¢ÂÂ those with increased overbite and those with some degree of open bite. The deep overbite type of high angle cases are successfully treated using functional appliances while the open bite type of case poses a special problem. Most functional appliances allow vertical development of the posterior dentoalveolar structures, which may induce unwanted backward rotation of the mandible.",
Orthodontics,Myofunctional & Orthodontic Appliance,40,For best result in class III malocclusion correction the orthopedic appliance should be worn at least:,12-16 hours per day,8-10 hours per day,5-8 hours per day,Throughout night,A,A' [Bhalajhi 3rd ed 376],
Orthodontics,Myofunctional & Orthodontic Appliance,41,The labial bow in activator is constructed with:,0.6mm,0.5mm,0.7mm,0.8mm & slightly heavier,D,D' [Bhalajhi 3rd ed 341],
Orthodontics,Myofunctional & Orthodontic Appliance,42,Which of the following is a fixed functional appliance:,Bionator,Bow activator,Herbst appliance,A&B,C,C' [Bhalajhi 3rd ed 358],
Orthodontics,Myofunctional & Orthodontic Appliance,43,Appliance of choice in cases with anteroposterior maxillary deficiency is -,Cervical pull headgear,Reverse pull headgear,Occipital pull headgear,Parietal pull headgear,B,B' [Bhalajhi 4th ed 386],
Orthodontics,Myofunctional & Orthodontic Appliance,44,Oral vestibular screens are mainly used in correction of:,Thumb sucking,Tongue thrusting,Mouth breathing,Lip biting,C,C' [Bhalajhi 3rd ed 336],
Orthodontics,Myofunctional & Orthodontic Appliance,47,Infant orthopedics in a cleft patient is done at the age of:,1 - 2 weeks,3 - 6 weeks,9 - 12 weeks,12 - 15 weeks,B,"B' [Profitt 4th ed 321]
In patients with a bilateral cleft, the premaxillary segment is often displaced anteriorly while the posterior maxillary segments are lingually collapsed behind it. If this distortion is severe, surgical closure of lip, will become extremely difficult. So orthodontic intervention to reposition the segments and to bring the protruding premaxillary segment back into the arch may be needed to obtain a good surgical repair of lip. This is achieved by ""infant orthopedics"".
Infant orthopedics was pioneered by Burston. In a child with bilateral cleft, the maxillary segment requires two movements i.e., lateral expansion and posterior reposition. This movement is accomplished by a light elastic strap across anterior segment. In infants, the segments can be repositioned surprisingly, quickly and easily, so that the period of active treatment is only a few weeks at most. If pre-surgical movement of maxillary segment is needed, this typically would be done beginning at 3 to 6 weeks of age, so that the lip closure could be carried out approximately 10 weeks. A passive plate similar to an orthodontic retainer is then used for a few months after lip closure.",
Orthodontics,Myofunctional & Orthodontic Appliance,48,The following appliance is-,Activator,Bionator,Frankel appliance,Twin block appliance,B,"B' [Proffit 6th ed 458]
The appliance shown in the image is a Bionator.",Requires image: https://drive.google.com/file/d/1KuFtAsNstJi-SUD8exmODT-pJWNZTW2h/view
Orthodontics,Myofunctional & Orthodontic Appliance,49,A functional appliance is used for maxillary retrusion and mandibular protrusion in a Class II patient. This treatment produces what effect?,Pterygoid effect,Mandibular condyle remodeling,Anterior rotation of the mandible,Maxillary expansion,A,"A' [OP Kharbanda 3rd ed 793]
As soon as the appliance is placed in the mouth, the neuromuscular balance is altered, and in another few weeks, the mandible tries to adapt to a new position decided by the inclines of the functional appliance. At this stage, the newly acquired position is more convenient, and effort to move the mandible back to its original position is painful. In clinical terms, these observations are called 'pterygoid response', which is the outcome of neuromuscular and TMJ adaptation occurring at histological level.
Absence of pterygoid response indicates ineffectiveness of the appliance in bringing about growth modification.",
